,Delay OID,Description,Engine Stopped Flag,Field Notification Required Flag,Production Reporting Only Flag,Delay Class Name,Delay Class Category Name,Target Machine Name,Target Machine Class Name,Target Machine Class Description,Target Machine Class Category Name,Delay Start Timestamp (GMT8),Delay Finish Timestamp (GMT8),Delay Finish - Start
108,10718683070,M3 Chels,Y,N,N,4000_No_Operator,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 16:12,20-07-2020 16:28,903
109,10718684197,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 16:15,20-07-2020 16:20,279
110,10718684916, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5168,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 16:17,20-07-2020 16:17,11
111,10718684961,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 16:17,20-07-2020 16:23,338
112,10718684981, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5168,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 16:17,20-07-2020 16:21,191
113,10718685915,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 16:20,20-07-2020 16:22,116
114,10718688222,MACHINE GEN Started a delay: 2080_Scheduled_Idle,N,Y,N,2080_Scheduled_Idle,Scheduled Process Down,WL7039,WA1200,Komatsu 1200 Series Wheel Loader,Loader Classes,20-07-2020 16:26,20-07-2020 16:30,224
115,10718688532,brake charge fault,N,N,Y,5000_Unscheduled_Maintenance,Unscheduled Equipment Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 16:25,20-07-2020 17:25,3585
116,10718689316,5294,N,N,N,4020_Wait_on_Equipment,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 16:28,20-07-2020 16:34,350
117,10718977890,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 05:13,21-07-2020 05:16,198
118,10718978656,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:14,21-07-2020 05:16,88
119,10718978759,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:16,21-07-2020 05:16,26
120,10718978897,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:16,21-07-2020 05:16,23
121,10718979017,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:16,21-07-2020 05:18,67
122,10718980599,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:21,21-07-2020 05:22,78
123,10718981929,8046,N,Y,Y,4021 Loading Tool Clean Up,Unscheduled Process Down,DT5267,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:21,21-07-2020 05:30,552
124,10718982021,MACHINE GEN Started a delay: 2080_Scheduled_Idle,N,N,N,2080_Scheduled_Idle,Scheduled Process Down,DT4140,Cat 789C,Caterpillar 789 C Series Dump Truck,Truck Classes,21-07-2020 05:26,21-07-2020 08:11,9899
125,10718982322,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:27,21-07-2020 05:28,105
126,10718982570,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 05:27,21-07-2020 05:30,149
127,10718982586,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5305,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:27,21-07-2020 05:28,38
128,10718983932,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 05:31,21-07-2020 05:41,605
129,10718984315, - [STOP_MACHINE : [STEERING_CHARGING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5225,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:31,21-07-2020 05:32,11
130,10718984475,lanes ,N,Y,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:32,21-07-2020 05:35,176
131,10718984547,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,WL7032,994H,Wheel Loader,Loader Classes,21-07-2020 05:32,21-07-2020 05:34,112
132,10718985389,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5190,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:34,21-07-2020 05:35,70
133,10718985933,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:35,21-07-2020 05:37,112
134,10718986871,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:38,21-07-2020 05:47,533
135,10718987019,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:39,21-07-2020 05:41,132
136,10718987899,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5316,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:42,21-07-2020 05:42,19
137,10718989033,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,Y,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:46,21-07-2020 05:52,344
138,10718989343,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:47,21-07-2020 05:50,193
139,10718989383,MACHINE GEN Started a delay: 4020_Wait_on_Equipment,N,N,N,4020_Wait_on_Equipment,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 05:47,21-07-2020 05:48,43
140,10718989473,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:47,21-07-2020 05:56,521
141,10718989639,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 05:48,21-07-2020 05:57,567
142,10718989675,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 05:48,21-07-2020 06:06,1097
143,10718989918,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5223,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 05:49,21-07-2020 05:49,23
144,10718989952,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,21-07-2020 05:49,21-07-2020 06:15,1591
145,10719273202,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:22,21-07-2020 17:29,433
146,10719273561,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,2020_Refuelling,Scheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,21-07-2020 17:23,21-07-2020 17:31,453
147,10719273914,PCM Faults at Service,N,N,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,DT5171,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 16:04,21-07-2020 16:33,1734
148,10719274134,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:26,21-07-2020 17:28,122
149,10719276638,MACHINE GEN Started a delay: 4000_No_Operator,Y,Y,N,4000_No_Operator,Unscheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,21-07-2020 17:33,21-07-2020 17:52,1144
150,10719276779, - [STOP_MACHINE : [MACHINE_CONTROL]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 17:33,21-07-2020 17:33,12
151,10719276825, - [STOP_MACHINE : [MACHINE_CONTROL]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 17:33,21-07-2020 17:33,10
152,10719277503,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:36,21-07-2020 17:55,1122
153,10719279214,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:42,21-07-2020 17:46,239
154,10719279270,MACHINE GEN Started a delay: 4000_No_Operator,Y,Y,N,4000_No_Operator,Unscheduled Process Down,WL6301,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,21-07-2020 17:42,21-07-2020 17:54,676
155,10719280545,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,Y,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 17:45,21-07-2020 17:50,282
156,10719280942,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 17:46,21-07-2020 17:57,648
157,10719281158,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:46,21-07-2020 17:53,364
158,10719281161,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:46,21-07-2020 17:59,753
159,10719281696,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,21-07-2020 17:47,21-07-2020 17:53,379
160,10719282030,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7026,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:48,21-07-2020 17:53,309
161,10719282088,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,21-07-2020 17:48,21-07-2020 17:54,327
162,10719282195,,N,Y,Y,7470 Office Machine Lock (Single Truck),Unscheduled Process Down,DT5236,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,21-07-2020 17:48,21-07-2020 17:49,41
163,10719537198, - [STOP_MACHINE : [ON_BOARD_COMMUNICATION]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5251,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 05:40,22-07-2020 05:40,43
164,10719537471,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:40,22-07-2020 05:44,224
165,10719537734,MACHINE GEN Started a delay: 2000_Shift_Change,N,Y,Y,2000_Shift_Change,Scheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:41,22-07-2020 05:54,795
166,10719538203,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,2020_Refuelling,Scheduled Process Down,WL6013,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,22-07-2020 05:43,22-07-2020 05:52,544
167,10719538838,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,4170_Operator_Equipment_Checks,Unscheduled Process Down,WL6301,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,22-07-2020 05:46,22-07-2020 05:51,287
168,10719539283,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:48,22-07-2020 05:55,402
169,10719539732,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:50,22-07-2020 05:54,273
170,10719539811,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:50,22-07-2020 05:56,353
171,10719539934,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:50,22-07-2020 05:50,3
172,10719540035,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:50,22-07-2020 05:58,480
173,10719540056,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:50,22-07-2020 05:58,446
174,10719540425,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7026,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:51,22-07-2020 05:56,284
175,10719540630,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL6301,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,22-07-2020 05:52,22-07-2020 06:07,921
176,10719541354,4W Svce,N,N,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:54,22-07-2020 06:48,3210
177,10719541714, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 05:55,22-07-2020 05:56,52
178,10719541748, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5221,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 05:54,22-07-2020 05:56,95
179,10719541912,MACHINE GEN Started a delay: 4150_Wait_on_Other_Unschedule_Process,N,N,N,4150_Wait_on_Other_Unschedule_Process,Unscheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 05:56,22-07-2020 05:56,30
180,10719542721,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:58,22-07-2020 06:00,116
181,10719542761,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 05:58,22-07-2020 06:03,314
182,10719544087,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 06:01,22-07-2020 06:03,92
183,10719545322,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 06:04,22-07-2020 06:06,83
184,10719545432,MACHINE GEN Started a delay: 4070_Wait_on_Access,N,N,Y,4070_Wait_on_Access,Unscheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 06:05,22-07-2020 06:09,232
185,10719546477,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 06:07,22-07-2020 06:09,71
186,10719546485,MACHINE GEN Started a delay: 4000_No_Operator,N,N,Y,4000_No_Operator,Unscheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,22-07-2020 06:07,22-07-2020 06:16,502
187,10719546536,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 06:08,22-07-2020 06:17,550
188,10719546905,8049 Lanes,N,Y,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5274,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 05:58,22-07-2020 06:08,615
189,10719546982,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,Y,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 06:08,22-07-2020 06:18,572
190,10719547077,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 06:09,22-07-2020 06:14,326
191,10719547397, - [STOP_MACHINE : [STEERING_CHARGING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5401,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:10,22-07-2020 06:10,9
192,10719547483,Shane Towers,N,N,Y,7460 A-Stop,Unscheduled Process Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:10,22-07-2020 06:12,107
193,10719547487,Shane Towers,N,N,Y,7460 A-Stop,Unscheduled Process Down,DT5162,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:10,22-07-2020 06:12,95
194,10719547511,Shane Towers,N,Y,Y,7460 A-Stop,Unscheduled Process Down,DT5296,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:07,22-07-2020 06:13,347
195,10719548061,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5213,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:12,22-07-2020 06:13,49
196,10719548241,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 06:12,22-07-2020 06:13,42
197,10719768667,,Y,Y,N,2020_Refuelling,Scheduled Process Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 15:54,22-07-2020 16:15,1259
198,10719768988,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 15:55,22-07-2020 16:02,412
199,10719769399, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5250,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 15:56,22-07-2020 15:57,51
200,10719770713,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5168,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 15:59,22-07-2020 16:02,183
201,10719771137,MACHINE GEN Started a delay: 4020_Wait_on_Equipment,N,N,N,4020_Wait_on_Equipment,Unscheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,22-07-2020 16:02,22-07-2020 16:02,18
202,10719771182,MACHINE GEN Started a delay: 8000 Survey and Face Advance work,N,N,Y,8000 Survey and Face Advance work,Unscheduled Process Down,EX7026,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,22-07-2020 16:02,22-07-2020 16:04,118
203,10719771255,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5168,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,22-07-2020 16:02,22-07-2020 16:03,77
204,10719772070,MACHINE GEN Started a delay: 4070_Wait_on_Access,N,N,Y,4070_Wait_on_Access,Unscheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,22-07-2020 16:04,22-07-2020 16:06,113
